"MNUMMER","SIG","AUTOR","TITEL","UTITEL","BAND","VERLAG","EJAHR","SZAHL","ISBN","ZWST","STANDORT","ZUDATUM","PREIS","LDATUM","GRUPPE1","GRUPPE2","ZULETZT","LALTER","MCODE","KCODE","LSTAT","LFREQ","SWORT","ETATNR","LFREQ2"
97843147,S/U,"Blyton, Enid",Fünf Freunde jagen die Entführer,,"fest geb. : 15,00 / Neubearb., [Nachaufl. / 188 S.  / Ill",München : Bertelsmann,1997,188,3570033236,,,04/08/2011,0,02/05/2013,0,,002216,0,1,0,0,0,FALSE,0,1
97843155,S/U,"Blyton, Enid",Fünf Freunde verfolgen die Strandräuber,,"fest geb. : 15,00 / Neubearb., [Nachaufl. / 184 S.  / Ill",München : Bertelsmann,1997,184,3570033244,,,04/08/2011,0,02/05/2013,0,,002216,0,1,0,0,0,FALSE,0,1
97843163,S/U,"Blyton, Enid",Fünf Freunde wittern ein Geheimnis,,"Neubearb., 50. Aufl / 186 S  / Ill",München : Bertelsmann,[200,0,3570033252,,,04/08/2011,0,02/05/2013,0,,002216,0,1,0,0,0,FALSE,0,1
97843171,S/U,"Blyton, Enid",Fünf Freunde und das Burgverlies,,"fest geb. : 15,00 / Neubearb., [Nachaufl. / 185 S.  / Ill",München : Bertelsmann,1997,185,3570033287,,,04/08/2011,0,02/05/2013,0,,002216,0,1,0,0,0,FALSE,0,1
97843198,S/U,"Blyton, Enid / Soper, Eileen A",Fünf Freunde im Nebel,,"Neubearb., 46. Aufl / 189 S  / Ill",München : Cbj,[200,0,3570033279,,,04/08/2011,0,02/05/2013,0,,002216,0,1,0,0,0,FALSE,0,1
97843201,S/U,"Blyton, Enid / Lincke, Werner",Fünf Freunde und der Zauberer Wu,,48. Aufl / 187 S  / Ill,München : Cbj,[200,0,3570033309,,,04/08/2011,0,01/09/2019,0,,007900,0,1,0,0,0,FALSE,0,4
97843236,S/U,"Blyton, Enid / Stepath, Lena / Tresilian, Stuart",Der Zirkus der Abenteuer,,DM 7.80 / Ungekürzte Ausg / 206 S  / Ill,München : Dt. Taschenbuchverl.,1987,0,3-423-70111-0,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843244,S/U K.,"Blyton, Enid",Der Fluss der Abenteuer,,DM 16.80 / Neuaufl / 225 S.  / Ill.,Berlin : Klopp,1991,225,3781751082,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843252,S/U,"Blyton, Enid",Das Geiheimnis um... ein gestohlenes Bild,,,Wien: Ueberreuter Print und Digimedia Gesellschaft m.b.H.,,0,,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843260,S/U,"Blyton, Enid",Spannende Geschichten,,,Zürich: Trans Tech Publications Ltd,,0,,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843279,S/U,"Blyton, Enid",Spannende Geschichten,,,Zürich: Trans Tech Publications Ltd,,0,,,,04/08/2011,0,10/31/2014,0,,008443,0,1,0,0,0,FALSE,0,1
97843287,S/U,"Bødker, Cecil / Neumann, Gerda",Silas,,158 S,Frankfurt am Main : Fischer-Taschenbuch-Verl.,1996,0,3596801966,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843295,S/U,"Boehme, Julia / Neuendorf, Silvio",Der Schatz der Katzengöttin,,92 S  / Ill,Frankfurt am Main [u.a.] : Baumhaus-Verl.,2001,0,3-8315-0229-3,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843309,S/U,"Boehringer, Sabine / Hampel, Erica",Der kleine Feuerwehrmann,,DM 3.95 / 1. Aufl / 61 S  / zahlr. Ill,Göttingen : Fischer,1972,0,3439004252,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843325,S/U,"Boie, Kirsten",Jeder Tag ein Happening,,117 S,Hamburg : Oetinger,1993,0,3-7891-3106-7,,,04/08/2011,0,09/20/2012,0,,005967,0,1,0,0,0,FALSE,0,1
97843341,S/U,"Boie, Kirsten",Nicht Chicago. Nicht hier,,120 S,Hamburg : Oetinger,2002,0,3-7891-3131-8,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843368,S/U,"Boie, Kirsten",Nicht Chicago. Nicht hier,,120 S,Hamburg : Oetinger,2002,0,3-7891-3131-8,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843392,S/U,"Boie, Kirsten",Ich ganz cool,,DM 14.80 / 99 S,Hamburg : Oetinger,1996,0,3789131032,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843406,S/U,"Boie, Kirsten",Monis Jahr,,255 S,Hamburg : Oetinger,2004,0,3-7891-3153-9,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843414,S/U,"Boie, Kirsten",Monis Jahr,,255 S,Hamburg : Oetinger,2004,0,3-7891-3153-9,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843422,S/U,"Boie, Kirsten",Opa steht auf rosa Shorts,,157 S,"Hamburg: Oetinger, Friedrich,",1994,0,3789118850,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843430,S/U,"Boie, Kirsten",Mit Kindern redet ja keiner,,"DM 9.90, S 72.00 / Ungekürzte Ausg / 126 S.",München : Dt. Taschenbuch-Verl.,1997,126,3789118893,,,04/08/2011,0,02/18/2020,0,,003921,0,1,0,0,2,FALSE,0,2
97843449,S/U,"Boie, Kirsten",Opa steht auf rosa Shorts,,157 S,Hamburg : Oetinger,1994,0,3-7891-1885-0,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843457,S/U,"Boie, Kirsten",Der Prinz und der Bottelknabe oder erzähl mir vom Dow Jones,,[Nachdr. / 220 S,Hamburg : Oetinger,1999,0,3-7891-3120-2,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843465,S/U,"Boie, Kirsten / Brix-Henker, Silke","Mellin, die dem Drachen befiehlt",,159 S  / Ill,Hamburg : Oetinger,1987,0,3789118834,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843473,S/U,"Boie, Kirsten / Brix-Henker, Silke","Mellin, die dem Drachen befiehlt",,159 S  / Ill,Hamburg : Oetinger,1987,0,3789118834,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843481,S/U,Boje Verlag,Sindbad der Seefahrer,und andere Erzählungen aus Tausendundeine Nacht,,Zürich: Trans Tech Publications Ltd,,0,3414101300,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843503,S/U,"Bombeck, _Erma",Ich hab´ mein herz im Wäschekorb verloren,,,Zürich: Trans Tech Publications Ltd,,0,,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843511,S/U,"Borchert, Wolfgang",Draussen vor der Tür,,,,,0,,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843538,S/U,"Bradley, Marion Zimmer",Die Wälder von Albion,Roman,"EUR 9,90 / Ungekürzte Ausg., 8. Aufl / 686 S",Frankfurt am Main : Fischer,2003,0,3-596-12748-3,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843546,auf HÖB verweisen,"Bradley, Marion Zimmer",Die Nebel von Avalon,Roman,gelöscht,Frankfurt am Main : Fischer,2003,0,3-596-28222-5,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843562,S/U 1950,"Brandis, Mark",Weltraum-Partisanen,,,"München: Bertelsmann, C., Verlag",1997,0,357020135X,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843570,S/U 2157,"Brandt, Heike",Wie ein Vogel im Käfig,Roman,"DM 22.00 / 2. Aufl., 9. - 11. Tsd / 177 S",Weinheim : Beltz und Gelberg,1993,0,3407808186,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843589,S/U 2035,"Bratt, Berte",Das Leben wird schöner Anne,,,,1991,0,3505066400,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843597,S/U,"Brauns, Axel",Buntschatten und Fledermäuse,mein Leben in einer anderen Welt,8. Aufl / 379 S,München : Goldmann,2008,0,3-442-15244-5,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843600,S/U,"Bruckner, Winfried / Nöstlinger, Christine / Welsh, Renate",Damals war ich vierzehn,,"EUR 5.95, sfr 11.10 / [4. Aufl. / 155 S",[Ravensburg] : Ravensburger Buchverl.,2005,0,3-473-58073-2,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843627,S/U,"Brezina, Thomas",Das unheimliche Foto,Rate-Krimi-Serie,"EUR 8.80, EUR AT 9.10, CHF 15.70 / 139 S  / Ill",München : Egmont Schneider,2004,0,3-505-11967-9,,,04/08/2011,0,09/03/2012,0,,005746,0,1,0,0,0,FALSE,0,2
97843635,S/U,"Brezina, Thomas",Ein Fall für dich und das Tiger-Team,Rate-Krimi-Serie,"EUR 8.80 (DE), EUR 9.10 (AT), sfr 16.30 / 151 S.",München : F. Schneider,2005,151,3-505-12121-5,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843643,S/U,"Brezina, Thomas / Heymann, Werner",Ein Fall für dich und das Tiger-Team,Rate-Krimi-Serie,3. [Dr. / 363 S  / Ill,München : Egmont Schneider,[20],0,3-505-12072-3,,,04/08/2011,0,12/08/2011,0,,001988,0,1,0,0,0,FALSE,0,2
97843651,S/U,"Brezina, Thomas",Sieben Pfoten für Penny - Picknick mit Wildpferden,,,Ravensburg: Ravensburger Buchverlag Otto Maier,,0,3473473812,,,04/08/2011,0,06/03/2013,0,,002801,0,1,0,0,0,FALSE,0,2
97843678,S/U,"Brezina, Thomas",Sieben Pfoten für Penny - Beste Freundinnen und andere Ziegen,,,,,0,3-473-47376-6,,,04/08/2011,0,12/12/2011,0,,001392,0,1,0,0,0,FALSE,0,1
97843686,S/U,"Brezina, Thomas / Bunse, Rolf",Die sieben Rätsel der Ritterrunde,,150 S.  / zahlr. Ill.,Ravensburg: Ravensburger Buchverlag Otto Maier,2001,150,3-473-47505-X,,,04/08/2011,0,11/16/2012,0,,000701,0,1,0,0,0,FALSE,0,1
97843694,S/U,"Brezina, Thomas",No Jungs! - Zutritt nur für Hexen,,EUR 7.80 / 11. [Aufl. / 153 S.,München : Egmont Schneider,2007,153,3-505-11608-4,,,04/08/2011,0,01/09/2013,0,,005622,0,1,0,0,0,FALSE,0,7
97843708,S/U,"Brezina, Thomas",Wie man Brüder in Frösche verwandelt,,"DM 14.95, EUR 7.80 / 154 S.  / zahlr. Ill",München : Egmont Schneider,2001,154,3-505-11605-X,,,04/08/2011,0,09/03/2012,0,,005622,0,1,0,0,0,FALSE,0,2
97843716,S/U,"Brezina, Thomas",Wenn die Turmuhr 13 schlägt,,,,,0,3-7004-3825-7,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843724,S/U,"Brezina, Thomas",Unter der Piratenflagge,,"EUR 8.80, EUR AT 9.10, CHF 15.70 / 1. Aufl / 128 S.",München : Egmont Franz Schneider Verlag GmbH,2004,128,3-505-12035-9,,,04/08/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843732,S/U 2288,"Brezina, Thomas",Wenn der Geisterhund heult,,"EUR 5.00, sfr 9.30 / 187 S  / Ill",Ravensburg : Ravensburger Buchverl.,2005,0,3-473-47089-9,,,04/08/2011,0,02/05/2013,0,,002216,0,1,0,0,0,FALSE,0,3
97843759,S/U,"Brodin, Elin / Haefs, Gabriele",Lieber Poti ...,,139 S,Aarau [u.a.] : Sauerländer,1994,0,3-7941-3571-7,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843767,S/U,"Brännström, Moni / Kutsch, Angelika / Kersting, Katja",Tsatsiki-Tsatsiki,,2. Aufl,Reinbek bei Hamburg : Rowohlt Taschenbuch-Verl.,2004,0,3-499-21127-0,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843775,S/U,"Bürger, Gottfried August",Münchhausen,,,,,0,,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843783,S/U,"Burkett, Molly / Knust, Theodor",Ein Haus voller Eulen,,141 S  / Ill,Hamburg : Dressler,1983,0,3791503502,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843791,S/U,"Busch, Wilhelm",Hans Huckebein der Unglücksknabe,,,,,0,,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843813,S/U,"Busch, Wilhelm","Der Vogel, scheint mit, hat Humor.",,,,,0,,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843821,S/U,"Busch, Wilhelm",Bildergeschichten,,,,,0,,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843848,S/U,"Busch, Wilhelm / Görlach, Manfred",Plisch und Plum in deutschen Dialekten,d. Zeichn. u. d. Orig.-Text,191 S  / Ill,München : Dt. Taschenbuch-Verl.,1984,0,3423102284,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843856,S/U,"Ahlgrimm, Markus",Was ist denn schon dabei?,Schüler schreiben eine Geschichte über die ganz alltägliche Gewalt ; [Gemeinschaftsarbeit von der Klasse 10a der Ferdinand-Porsche-Realschule Wolfsbur,"Orig.-Ausg., 18. [Aufl. / 123 S.","Weinheim: Beltz, Julius,",[20],123,3-407-78183-0,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843872,S/U,"Cameron, Anne / Schönfeldt, Sybil",Ein Brief für Miss Woods,,"ca. DM 24.00, ca. S 175.00, ca. sfr 22.00 / 172 S  / 21 cm",Stuttgart [u.a.] : Gabriel,2001,0,3-522-30000-9,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843880,S/U,"Capteyn, Willem",Sanne,,"Ungekürzte Ausg., 3. Aufl",München : Dt. Taschenbuch-Verl.,1991,0,379030316X,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843899,S/U,"Cardoso, Onelio Jorge",Negrita,Erzählung,DM 9.90 / 112 S,Weinheim : Beltz und Gelberg,1999,0,3-407-78347-7,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843902,S/U,"Çelik, Aygen-Sibel",Seidenhaar,,2. Aufl / 143 S,Wien : Ueberreuter,2007,0,3-8000-5288-1,,,04/11/2011,0,02/06/2014,0,,003050,0,1,0,0,0,FALSE,0,1
97843929,S/U,"Chotjewitz, David",Karl Marx,Roman aus dem Leben eines jungen Philosophen,DM 29.00 / Orig.-Ausg / 318 S,Frankfurt am Main : Alibaba-Verl.,1996,0,3860421972,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843945,S/U,"Christie, Agatha",Miss Marple. Die Schattenhand,,3. Aufl / 218 S,Bindlach : Loewe,1990,0,3-7855-2037-9,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843953,S/U,"Christie, Agatha / Bebber, Otto Albrecht van",Dreizehn bei Tisch,,"Lizenzausg., 1. Aufl. / 219 S.",Bindlach : Loewe,1995,219,3-7855-2779-9,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843961,S/U,"Christie, Agatha",Mord im Spiegel,,,,,0,,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97843996,S/U,"Claudel, Philippe / Seiler, Christiane",Die grauen Seelen,Roman,"EUR-D 19.90, CHF 34.90 / 4. Aufl / 239 S.",Reinbek bei Hamburg : Rowohlt,2005,239,3498009303,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844003,S/U,"Clavel, Bernard / Kirsch, Elinor",Nacht über Malataverne,,1. Aufl / 152 S,Ravensburg : Maier,1978,0,347335046X,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844011,S/U 2148,"Combesque, Marie Agnès",Rassismus,von der Beleidigung zum Mord,"DM 19.90 / 2., aktualisierte Aufl., [Nachdr. / 118 S",Berlin : Elefanten Press,1999,0,3-88520-710-9,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844046,S/U,"Conte, Carl",Treffpunkt Kabul,Reisen durch das neue Afghanistan,"EUR 27.00 / 1. Aufl / 245 S  / Ill., Kt.",Norderstedt : Books on Demand,2006,0,3-8334-3911-4,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844062,S/U,"Cooper, James F.",Lederstrupf,,,,,0,,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844070,S/U,"Cooper, James F.",Der Wildtöter,,,,,0,,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844089,S/U,"Cross, Gillian / Neckenauer, Ulla",Spuren am Fluss,,254 S  / Ill,[Ravensburg] : Ravensburger Buchverl.,2000,0,3-473-58122-4,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844097,S/U,"De Cesco, Federica",Melina und die Delphine,,2. Aufl. / 237 S.  / Ill,Würzburg : Arena,1995,237,3-401-04567-9,,,04/11/2011,0,10/17/2011,0,,001724,0,1,0,0,0,FALSE,0,2
97844119,S/U,"Cooper, Susan / Polz, Karin",Wintersonnenwende,: d. große Fantasy-Reihe über d. ewigen Kampf zwischen Gut u. Böse,"DM 8,80 / Dt. Erstausg., Sonderausg / 189 S",Ravensburg : Maier,1988,0,3-473-51540-X,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844127,S/U,"Cormier, Robert",Auf der Eisenbahnbrücke,,DM 12.90,Frankfurt am Main : Fischer Taschenbuch Verlag,1995,0,3-596-80033-1,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844135,S/U,"Goscinny, Rene & Uderzo, Albert",Asterix der Gallier / Die goldene Sichel,,,,,0,4026411110264,,,04/11/2011,0,06/27/2017,0,,001201,0,1,0,0,0,FALSE,0,4
97844151,S/U,"Goscinny, Rene & Uderzo, Albert",Die Trabantenstadt / Die Lorbeeren des Cäsar,,,,,0,4026411110264,,,04/11/2011,0,06/23/2017,0,,003514,0,1,0,0,0,FALSE,0,3
97844178,S/U,"Dann, Colin",Wo die Tiere zu Hause waren,,,"München: Betz, Annette, Verlag",,0,,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844186,S/U,"Cesco, Federica de",Aischa oder die Sonne des Lebens,,"ca. DM 24.80, ca. sfr 22.80 / 6. Aufl / 254 S",Aarau [u.a.] : Aare,1994,0,3726002669,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844194,S/U,"Defoe, Daniel / Rahm, Dorothea",Robinson Crusoe,,5. Aufl / 298 S,Würzburg : Arena,1992,0,3-401-04250-5,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844208,S/U,"Dekkers, Midas / Lukassen, Franz J",Der Wal in der Falle,,142 S / Ill,Stuttgart: Boje-Verlag,1984,0,3414169002,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844224,S/U,"Dericum, Christa",Des Geyers schwarze Haufen,Florian Geyer und der deutsche Bauernkrieg,139 S  / zahrl. Ill,München : Bertelsmann,1980,0,3570072541,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844240,S/U,"Dickens, Charles / Heinrich, Karl",David Copperfield,Roman,"DM 19.80 / Vollst. Ausg., 1. Aufl / 981 S",München : Goldmann,1983,0,3442076234,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844259,S/U,"Dickens, Charles / Kilbel, Reinhardt / Cruikshank, George / Dankert, Birgit",Oliver Twist,,EUR 7.50 / Neuausg / 575 S  / Ill,Hamburg : Dressler,2005,0,3-7915-3607-9,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844267,S/U,"Dickens, Charles / Kolb, Carl / Gehrts, Barbara",Oliver Twist,,DM 7.80 / [26. Aufl. / 207 S,Ravensburg : Maier,[199,0,3-473-39139-5,,,04/11/2011,0,06/02/2016,0,,002739,0,1,0,0,0,FALSE,0,1
97844275,S/U,"Dickerson, Karle",Das ungeliebte Fohlen,,,München : PonyClub Stabenfeldt,1993,0,3933099013,,,04/11/2011,0,04/25/2019,0,,007013,0,1,0,0,0,FALSE,0,3
97844283,S/U,"Diederich, Eugen",Diederichs Märchen der Weltliteratur,,,,,0,,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844291,S/Märchen,"Diederich, Eugen",Englische Märchen,,345 S,Reinbek bei Hamburg : Rowohlt,1991,0,3-499-35022-X,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844321,S/U,"Doyle, Arthur Conan",Die Abenteuer des Sherlock Holmes,,Pp. : DM 59.00 (Bd. 1 - 9 der Ausg. 1999 / Neued / 365 S.  / 21 cm,Zürich : Haffmans,[199,365,3251201042,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844348,S/U,"Doyle, Arthur Conan",Die Memoiren des Sherlock Holmes,,Pp. : DM 59.00 (Bd. 1 - 9 der Ausg. 1999 / Neued / 365 S.  / 21 cm,Zürich : Haffmans,[199,365,3251201042,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844364,S/U,"Doyle, Arthur Conan",Die Rükkehr des Sherlock Holmes,,Pp. : DM 59.00 (Bd. 1 - 9 der Ausg. 1999 / Neued / 365 S.  / 21 cm,Zürich : Haffmans,[199,365,3251201042,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844372,S/U,"Doyle, Arthur Conan",Sherlock Holmes: Seine Abschiedsvorstellung,,Pp. : DM 59.00 (Bd. 1 - 9 der Ausg. 1999 / Neued / 365 S.  / 21 cm,Zürich : Haffmans,[199,365,3251201042,,,04/11/2011,0,10/19/2012,0,,002127,0,1,0,0,0,FALSE,0,1
97844380,S/U,"Doyle, Arthur Conan",Sherlock Holmes´ Buch der Fälle,,Pp. : DM 59.00 (Bd. 1 - 9 der Ausg. 1999 / Neued / 365 S.  / 21 cm,Zürich : Haffmans,[199,365,3251201042,,,04/11/2011,0,03/18/2019,0,,010855,0,1,0,0,0,FALSE,0,2
97844402,S/U,"Doyle, Arthur Conan",Sherlock Holmes,,,Bindlach : Loewe,1991,0,3-7855-2106-5,,,04/11/2011,0,04/26/2013,0,,006475,0,1,0,0,0,FALSE,0,1
97844410,S/U,"Doyle, Brian / Hachmeister, Sylke",Der Mann mit der Maske,,159 S  / 20 cm,Hamburg : Oetinger,2000,0,3-7891-3303-5,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844429,S/U,"Dragt, Tonke / Linn, Liesel",Das Geheimnis des siebten Weges,Abenteuer-Roman,Einmalige Sonderausg / 303 S  / Ill,Weinheim [u.a.] : Beltz & Gelberg,1995,0,3-407-79674-9,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844437,S/U,"Drvenkar, Zoran",Im Regen stehen,Roman,"Orig.-Ausg., 4. Aufl / 221 S",Reinbek bei Hamburg : Rowohlt-Taschenbuch-Verl.,2007,0,3-499-20993-4,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844453,S/U,"Durian, Wolf / Bechtle, Wolf",Kai aus der Kiste,e. ganz unglaubl. Geschichte,"DM 14.80 / 15. Aufl., neugestaltete, erw. Jubiläumsausg / 79 S  / Ill",Berlin : Klopp,[198,0,3781704203,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844518,S/U,"Ecke, Wolfgang",Das unheimliche Haus von Hackston,,Sonderausg / 348 S,Bindlach : Loewe,1988,0,3785521790,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844577,S/U,"Ende, Michael",Der satanarchäolügenialkohöllische Wunschpunsch,,,,,0,,,,04/11/2011,0,11/29/2018,0,,009296,0,1,0,0,0,FALSE,0,1
97844585,S/U,"Teveth, Shabtai",Moshe Dayan,"Politiker, Soldat, Legende","1. - 20. Tsd / 432 S  / Ill., Kt",Hamburg : Hoffmann & Campe,1973,0,3455077056,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844593,S/U,"Brunswig, Hans",Feuersturm über Hamburg,die Luftangriffe auf Hamburg im Zweiten Weltkrieg und ihre Folgen,"10. Aufl / 470 S  / Ill., Kt",Stuttgart : Motorbuch-Verl.,1994,0,3879435707,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844607,S/U,"Ende, Michael","Momo oder die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte",ein Märchen-Roman,"DM 12.80 / Ungekürzte Ausg., 7. Aufl / 259 S  / Ill",München : Dt. Taschenbuch-Verl.,1992,0,3-423-10958-0,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844615,S/U,"Ende, Michael",Die unendliche Geschichte,,,,,0,,,,04/11/2011,0,01/21/2019,0,,010995,0,1,0,0,0,FALSE,0,4
97844623,S/U,"Engelhardt, Ingeborg",Sturmläuten über dem Abendland,,,Würzburg: Arena Verlag,,0,,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844631,S/U,"Engelhardt, Ingeborg",Ein Schiff nach Grönland,,219 S.,Hamburg : Oetinger,1990,219,3789115878,,,04/11/2011,0,09/01/2011,0,,001023,0,1,0,0,0,FALSE,0,1
97844658,S/Soz,"Engelmann, Reiner",Gegen Rechts,Texte gegen den Extremismus,"DM 12.90, EUR 6.50 (ab 01.01.2002 / 147 S",Würzburg : Arena,2001,0,3-401-02235-0,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844666,S/U,"Erzeren, Ömer",Eisbein in Alanya,Erfahrungen in der Vielfalt deutsch-türkischen Lebens,225 S.  / Ill,Hamburg : Ed. Körber-Stiftung,2004,225,3-89684-058-4,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844674,S/U,"Eugenides, Jeffrey",Die Selbstmord-Schwestern,Roman,"DM 14.90, S 116.00 / Ungekürzte Ausg / 247 S",München : Dt. Taschenbuch-Verl.,1995,0,3-423-12041-X,,,04/11/2011,0,02/24/2012,0,,001503,0,1,0,0,0,FALSE,0,5
97844682,S/U,"Everwyn, Klas Ewert",Für fremde Kaiser und kein Vaterland,,221 S,Hamburg : Oetinger,1994,0,3-7891-1224-0,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844690,S/U,"Evslin, Bernard / Wiesmüller, Dieter / Lorenz, Isabell",Vom Kampf um Troja,die Ilias neu erzählt,EUR 12.00 / 3. Aufl / 254 S  / Ill,München : Dt. Taschenbuch-Verl.,2005,0,3-423-62144-3,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844704,S/U,"Evslin, Bernard / Lorenz, Isabell / Wiesmüller, Dieter",Die Abenteuer des Odysseus,,EUR 12.00 / Dt. Erstausg / 189 S  / Ill,München : Dt. Taschenbuch-Verl.,2004,0,3-423-62197-4,,,04/11/2011,0,06/02/2022,0,,011959,0,1,0,1,1,FALSE,0,1
97844712,S/U,"F., Christiane / Hermann, Kai",Wir Kinder vom Bahnhof Zoo,,51. Aufl / 324 S  / Ill,Hamburg : Gruner + Jahr,2009,0,3-570-02391-5,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97844720,S/U,"Saint-Exupéry, Antoine de / Nostitz, Oswalt von",Man sieht nur mit dem Herzen gut,,"DM 12.80, sfr 13.80, S 100.00 / Neuausg., 8. Aufl / 125 S  / Ill",Freiburg im Breisgau ;Basel ;Wien : Herder,1994,0,3-451-04039-5,,,04/11/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
