"MNUMMER","SIG","AUTOR","TITEL","UTITEL","BAND","VERLAG","EJAHR","SZAHL","ISBN","ZWST","STANDORT","ZUDATUM","PREIS","LDATUM","GRUPPE1","GRUPPE2","ZULETZT","LALTER","MCODE","KCODE","LSTAT","LFREQ","SWORT","ETATNR","LFREQ2"
97855307,S/U,"Poznanski, U.",Erebos,,,Loewe Verlag,,0,3-7855-7361-8,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97855358,S/U,"Poznanski, U.",Erebos,,,Loewe Verlag,,0,3-7855-7361-8,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97855374,S/U,"Poznanski, U.",Erebos,,,Loewe Verlag,,0,3-7855-7361-8,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97855455,S/U,"Poznanski, U.",Erebos,,,Loewe Verlag,,0,3-7855-7361-8,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97856168,S/U,"Poznanski, U.",Erebos,,,Loewe Verlag,,0,3-7855-7361-8,,,12/11/2019,0,01/24/2020,0,,003921,0,1,0,0,1,FALSE,0,1
97856346,S/U,"Poznanski, U.",Erebos,,,Loewe Verlag,,0,3-7855-7361-8,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97856427,S/U,"Poznanski, U.",Erebos,,,Loewe Verlag,,0,3-7855-7361-8,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97856680,S/U,"Poznanski, U.",Erebos,,,Loewe Verlag,,0,3-7855-7361-8,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97856753,S/U,"Poznanski, U.",Erebos,,,Loewe Verlag,,0,3-7855-7361-8,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97856907,S/U,"Poznanski, U.",Erebos,,,Loewe Verlag,,0,3-7855-7361-8,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97857113,S/U,"Poznanski, U.",Erebos,,,Loewe Verlag,,0,3-7855-7361-8,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97857237,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97857490,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97857520,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97857547,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97857571,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97857628,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97857938,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97857946,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97858047,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97858357,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97858438,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97858446,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97858489,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97859698,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97861714,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97861935,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97862427,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97862869,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97863385,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97863873,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97865906,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97866627,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97866759,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97866767,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97866872,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97866929,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867623,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867631,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867658,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867666,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867674,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867682,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867690,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867704,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867712,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867720,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867739,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867747,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867763,S/U,"von Schirach, Ferdinand",Verbrechen,,,Piper Verlag GmbH,,0,3-492-25966-9,,,12/11/2019,0,,0,,,0,1,0,0,0,FALSE,0,0
97867771,S/U,"Hesse, Monica",Das Mädchen im blauen Mantel,,,cbj-Verlag,,0,3-570-16532-9,,,12/13/2019,0,12/18/2019,0,,005797,0,1,0,0,2,FALSE,0,2
97867798,S/U,Neal Shusterman,Kompass ohne Norden,,,Hanser Literaturverlag,,0,3-446-26046-3,,,12/13/2019,0,01/31/2022,0,,008796,0,1,0,0,1,FALSE,0,1
97867828,S/U,Erin Entrada Kelly,Vier Wünsche ans Universum,,,dtv,,,3-423-64044-8,,,12/13/2019,,,,,,,1,,0,0,,,0
97867836,S/U,Margit Auer,Die Schule der Magischen Tiere,Licht aus!,,Carlsen,,0,3-551-65273-2,,,12/13/2019,0,11/16/2020,0,,012424,0,1,0,0,1,FALSE,0,1
97867844,S/U,Anna Woltz,Für immer Alaska,,,Carlsen,,,3-551-55378-5,,,12/13/2019,,,,,,,1,,0,0,,,0
97867852,S/U,Karl Olsberg,Boy in a white Room,,,Loewe,,0,3-7432-0364-2,,,12/13/2019,0,11/23/2020,0,,012688,0,1,0,1,1,FALSE,0,1
97867860,S/U,Karen Köhler,Wir haben Raketen geangelt,,,dtv,,,3-423-14474-2,,,12/13/2019,,,,,,,1,,0,0,,,0
97867879,S/U,Steven Herrick,"ich weiß, heute nacht werde ich träumen",,,Thienemann,,,3-522-20246-5,,,12/13/2019,,,,,,,1,,0,0,,,0
97867887,S/U,Margit Auer,Die Schule der Magischen Tiere,,,Carlsen,,0,3-551-31400-4,,,12/13/2019,0,11/16/2020,0,,012394,0,1,0,0,3,FALSE,0,3
97867895,S/U,Usch Luhn,Luna Wunderland,Ein Geheimnis auf Katzenpfoten,,Ravensburger,,0,3-473-40351-2,,,12/13/2019,0,03/04/2022,0,,013358,0,1,0,0,3,FALSE,0,3
97867909,S/U,Usch Luhn,Luna Wunderland,Ein Waschbär in Wohnungsnot,,Ravensburger,,0,3-473-40352-0,,,12/13/2019,0,02/16/2022,0,,012068,0,1,0,1,1,FALSE,0,1
97867917,S/U,Margit Auer,Die Schule der Magischen Tiere,Voller Löcher!,,Carlsen,,0,3-551-65272-4,,,12/13/2019,0,11/23/2020,0,,012394,0,1,0,0,2,FALSE,0,2
97867925,S/U,Usch Luhn,Luna Wunderland,Ein Schlüssel im Eulenschnabel,,Ravensburger,,0,3-473-40350-4,,,12/13/2019,0,02/02/2022,0,,012068,0,1,0,1,4,FALSE,0,4
97867933,S/U,Dirk Pope,Abgefahren,,,Hanser,,,3-446-25875-2,,,12/13/2019,,,,,,,1,,0,0,,,0
97867941,S/U,"Winkelmann, Andreas",House Sitter,,,Rowohlt Taschenbuch Verlag,2018,0,3-499-27207-5,,,01/06/2020,0,08/14/2020,0,,011851,0,1,0,0,1,FALSE,0,1
97867976,S/U,"Rowling, J. K.",Ein Plötzlicher Todesfall,,,Carlsen Verlag,,0,3-551-58888-0,,,01/06/2020,0,11/27/2020,0,,010340,0,1,0,0,1,FALSE,0,1
21092342,S/U,Erin Hunter,Warrior Cats,In die Wildnis,,Gulliver,,,3-407-74215-0,,,01/06/2020,,,,,,,1,,0,0,,,0
97832191,S/U,"Simsa, Marko",Peer Gynt,Die Konzertsuiten vom Edvard Grieg zum Schauspiel von Henrik Ibsen,,Annette Betz in der Ueberreuter Verlag,,,3-219-11800-3,,,01/06/2020,,,,,,,1,,0,0,,,0
97835513,S/U,"Meyer, Stephenie",die twilight saga breaking dawn,Biss zum Ende der Nacht,,Carlsen Verlag,,,3-551-31109-9,,,01/06/2020,,,,,,,1,,0,0,,,0
97868077,S/U,Louis Sachar,Löcher,Die Geheimnisse von Green Lake,,Gulliver von Beltz & Gelberg,,0,3-407-74098-0,,,01/14/2020,0,01/14/2020,0,,003921,0,1,0,0,1,FALSE,0,1
97868085,S/U,,Schülerduden,Rechtscheibung,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868093,S/U,,Schülerduden,Rechtscheibung,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868107,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,,3-411-05163-9,,,02/04/2020,,,,,,,1,,0,0,,,0
97868115,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868123,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868131,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,02/07/2020,0,,003921,0,1,0,0,1,FALSE,0,1
97868158,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868379,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868417,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,02/27/2020,0,,011878,0,1,0,0,1,FALSE,0,1
97868425,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868433,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868441,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868468,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868476,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868484,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868492,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868506,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868514,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868522,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868530,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868549,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868565,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97868913,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869022,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869049,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869057,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869294,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869472,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869480,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869677,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869685,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869693,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869707,S/U,,Schülerduden Rechtschreibung,,,Dudenverlag Berlin,2018,0,3-411-05163-9,,,02/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869723,,,,,,,,,,,,02/04/2020,,,,,,,1,,0,0,,,0
97869731,,,,,,,,,,,,02/04/2020,,,,,,,1,,0,0,,,0
97869758,S/U,Jack London,Der Seewolf,,,Weltbild Verlag,,,4026411100883,,,02/11/2020,,,,,,,1,,0,0,,,0
97869766,,,,,,,,,,,,02/11/2020,,,,,,,1,,0,0,,,0
97869774,S/U,Jeff Kinney,Gregs Tagebuch 8,Echt übel!,,Baumhaus Verlag,2013,0,3-8339-3649-5,,,02/11/2020,0,12/07/2020,0,,012734,0,1,0,0,2,FALSE,0,2
97869782,S/U,Unicef,Geo lino,Das Erlebnis,,,,0,4194171903607,,,02/20/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869790,S/U,Unicef,Geo Lino,Das Erlebnis-Heft,,,,0,4194171903003,,,02/20/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869804,S/U,Unicef,Geo Lino,Das Erlebnisheft,,,,0,4194171903409,,,02/20/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869812,S/U,Unicef,Geo Lino,Das Erlebnisheft Wenn die Flut kommt,,,,0,4194171903409,,,02/21/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97869820,S/U,Joanne K. Rowling,Harry Potter,und die Heiligtümer des Todes,,Carlsen Verlag,2007,0,3-551-57777-3,,,02/26/2020,0,02/26/2020,0,,003921,0,1,0,1,1,FALSE,0,1
97869839,S/U,Wolfgang Herrdorf,tschick,,,Rowohlt taschenbuch Verlag,2012,,3-499-25635-5,,,02/26/2020,,,,,,,1,,0,0,,,0
97869847,S/U,Spiegel,Dein Spiegel,Einfach mehr wissen,,Kiwi-Verlag,,, 4191643803809,,,02/26/2020,,,,,,,1,,0,0,,,0
97869855,S/U,Joanne K. Rowling,Harry Potter,und die Heiligtümer des Todes,,Carlsen Verlag,2007,0,3-551-57777-3,,,02/26/2020,0,02/26/2020,0,,,0,1,0,0,0,FALSE,0,0
97869863,S/U,Süiegel,Dein Spiegel,Einfach mehr wissen,,Der-Audio-Verlag,2015,,4191643803601,,,02/26/2020,,,,,,,1,,0,0,,,0
97869871,S/U,Spiegel,Dein Spiegel,Einfach mehr wissen,,Der-Audio-Verlag,,,4191643803601,,,02/26/2020,,,,,,,1,,0,0,,,0
97869898,S/U, Spiegel,Dein Spiegel,Einfach mehr wissen,,Der Audio Verlag,,,4191643803403,,,02/26/2020,,,,,,,1,,0,0,,,0
97869901,S/U,Spiegel,Dein Spiegel,Einfach mehr wissen,,Der Audio verlag,,,4191643803403,,,02/26/2020,,,,,,,1,,0,0,,,0
97869928,S/U,Annelies Schwarz,Akuabo-sei willkommen,Reise in ein Dorf in Ghana,,Deutscher Taschenbuchverlag,,,3-423-78009-6,,,02/26/2020,,,,,,,1,,0,0,,,0
97869936,S/U,Spiegel,Dein Spiegel,Die Römer,,Der Audio Verlag,,,4191643803601,,,02/26/2020,,,,,,,1,,0,0,,,0
97869944,S/U,Spiegel,Dein Spiegel,Schule der Zukunft,,Der Audio Verlag,,,4191643803809,,,02/26/2020,,,,,,,1,,0,0,,,0
97869952,S/U,Spiegel,Dein Spiegel,Elefanten Der kampf ums überleben,,Kiwi Verlag,,,4191643803809,,,02/26/2020,,,,,,,1,,0,0,,,0
97869960,S/U,Spiegel,Dein Spiegel,Bewegt Euch,,,,,4191643803809,,,02/26/2020,,,,,,,1,,0,0,,,0
97869979,S/U,Spiegel,Dein Spiegel,Hat Deutschland noch Platz für uns?,,,,,4191643803601,,,02/26/2020,,,,,,,1,,0,0,,,0
97869987,S/U,Spiegel,Dein Spiegel,Die Geheime Kammer,,Der Audio Verlag,,,4191643803809,,,02/26/2020,,,,,,,1,,0,0,,,0
97869995,S/U,Spiegel,Dein Spiegel,Politik was wir wissen wollen,,,,,4191643803809,,,02/26/2020,,,,,,,1,,0,0,,,0
97870004,S/U,Spiegel,Dein Spiegel,"Guck mal, was ich kann",,Der Audio Verlag,,,4191643804004,,,02/26/2020,,,,,,,1,,0,0,,,0
97870012,S/U,Geo Lino,Geo Lino Das Erlebnisheft,Volltreffer,,,,,4194171903409,,,02/26/2020,,,,,,,1,,0,0,,,0
97870020,S/U,Geo Lino,Geo Lino Erlebnisheft,200 Millionen Schritte!,,,,,4194171903003,,,02/26/2020,,,,,,,1,,0,0,,,0
97870039,S/U,Spiegel,Dein Spiegel,Tierisch spannend,,,,,4191643803809,,,02/26/2020,,,,,,,1,,0,0,,,0
97870047,S/U,Dein Spiegel,Dein Spiegel,Fack Ju Schule,,,,,4191643803601,,,02/26/2020,,,,,,,1,,0,0,,,0
97870055,S/U,Spiegel,Dein Spiegel,fack Ju Schule,,,,,4191643803601,,,02/26/2020,,,,,,,1,,0,0,,,0
97870063,S/U,Spiegel,Dein Spiegel,Klick dich schlau,,,,,4191643804004,,,02/26/2020,,,,,,,1,,0,0,,,0
97870071,S/U,Spiegel,Dein Spiegel,Sind Noten gerecht?,,,,,4191643803809,,,02/26/2020,,,,,,,1,,0,0,,,0
97870098,S/U,Geo Lino,Geo Lino das Erlebnisheft,Stürmisch,,,,,4194171903607,,,02/26/2020,,,,,,,1,,0,0,,,0
97870101,S/U,Geo Lino,Geo Lino Das Erlebnisheft,Wie sieht der denn aus?,,,,,4194171903003,,,02/26/2020,,,,,,,1,,0,0,,,0
97870128,S/U,Spiegel,Dein Spiegel,Sommer Spaß,,,,,4191643803809,,,02/26/2020,,,,,,,1,,0,0,,,0
97870136,S/U,Spiegel,Dein Spiegel,was tun gegen gewalt in der Schule,,,,,4191643803601,,,02/26/2020,,,,,,,1,,0,0,,,0
97870144,S/U,Spiegel,Dein Spiegel,das grosse Tierquiz,,,,,4191643803809,,,02/26/2020,,,,,,,1,,0,0,,,0
97870152,S/U,Spiegel,Dein Spiegel,Der Grosse Wissenstest,,,,,4191643803601,,,02/26/2020,,,,,,,1,,0,0,,,0
97870160,S/U,Geo Lino,Geo Lino Das Erlebnisheft,Wenn die Flut kommt,,,,0,4194171903409,,,02/28/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870179,S/U,Spiegel,Dein Spiegel,"Spielen,aber richtig!",,,,,4191643803601,,,02/28/2020,,,,,,,1,,0,0,,,0
97870187,S/U,Spiegel,Dein Spiegel,Sicher surfen! Die wichtigsten Tipps für Kinder,,,,,4191643803601,,,02/28/2020,,,,,,,1,,0,0,,,0
97870195,S/U,Spiegel,Dein Spiegel Extra,Abenteuer Die Welt der Forscher und Entdecker,,,,,4197281506904,,,02/28/2020,,,,,,,1,,0,0,,,0
97870209,S/U,Spiegel,Dein Spiegel,Coole Experimente,,,,,4191643803601,,,02/28/2020,,,,,,,1,,0,0,,,0
97870217,S/U,Spiegel,Dein Spiegel,EuropA,,,,,4191643804004,,,02/28/2020,,,,,,,1,,0,0,,,0
97870225,S/U,Spiegel,Dein Spiegel,Europa,,,,,4191643804004,,,02/28/2020,,,,,,,1,,0,0,,,0
97870233,S/U,Spiegel,Dein Spiegel,Sind Noten gerecht?,,,,,4191643803809,,,02/28/2020,,,,,,,1,,0,0,,,0
97870241,S/U,Geo Lino,Geo Lino Das Erlebnisheft,Überirdisch Polarlichter,,,,,4194171903003,,,02/28/2020,,,,,,,1,,0,0,,,0
97870268,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams-Universal-Bibleothek,2019,,3-15-000001-7,,,06/08/2020,,,,,,,1,,0,0,,,0
97870276,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams-Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870284,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870292,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870306,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870314,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870322,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870330,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870349,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870357,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
